F_CODE,F_NAME,F_SIZE,F_CAL,F_CARBO,F_PROTEIN,F_FAT,F_SUGAR,F_NA,F_COLE
P012956,치킨버거,150,528.75,0,22.5,20.25,6.8,506.25,0
P012957,치킨불고기버거,150,387,27.23,25.65,12.15,12.99,1181.2,0
P012958,치킨휠레버거,150,542.25,2.25,31.27,24.3,0.84,1325.2,0
P012959,휘시버거,150,1260,52.88,22.5,27.45,0,1037.2,0
P012960,향라완두,30,38.07,3.19,3.11,1.44,0.81,54,0
P012961,허니 너트향 치리어스,30,35.36,7.07,0.64,0.48,2.89,51.43,0
P012962,허니 넛 콘플레이크,30,33.9,7.2,0.6,0.3,2.1,74.7,0
P012963,허니 볼스,30,32.4,7.38,0.54,0.05,2.16,0,0
P012964,허니 앤 아몬드 쇼트브레드,30,43.88,4.72,0.68,2.47,2.47,21.38,4.5
P012965,허니 팝콘,20,16,3.68,0.21,0.04,2.03,10.96,0
P012966,허니윗 프렛젤,30,37.93,7.39,0.96,0.48,1.05,77.14,0
P012967,허니향 태피,30,35.36,7.07,0,0.64,4.5,54.64,0
P012968,허쉬 초코칩쿠키,30,42.14,5.73,0.82,1.88,3.68,30.27,0.41
P012969,허쉬 초코칩쿠키 오리지날,30,42.14,5.73,0.82,1.88,3.68,30.27,0.41
P012970,허클베리향 태피,10,3.93,0.79,0,0.07,0.5,6.07,0
P012971,허클베리향 태피 엘아이티이,10,3.93,0.79,0,0.07,0.5,6.07,0
P012972,헤로 베이비 나의 첫 번째 쿠키,30,39.6,6.9,0.3,1.2,2.4,18,0
P012973,헤이즐넛 크로칸트 쿠키,30,40.72,6.34,0.75,1.31,3.56,18,0.36
P012974,헤이즐넛 터키쉬딜라이트,10,3.96,0.81,0.04,0.07,0.6,0,0
P012976,헬레마 퓨레 딸기 딸기향,30,43.5,6.7,0.45,1.65,3.06,18.9,0
P012977,헬로키티 마쉬멜로우 딸기맛,10,3.33,0.27,0,0,0.55,0.5,0
P012978,헬로키티 마쉬멜로우 초콜릿맛,10,3.77,0.75,0.04,0.07,0.55,0.31,0
P012979,헬로키티 마쉬멜로우 파인애플맛,10,3.24,0.78,0.02,0,0.55,0.32,0
P012981,헬로팬더 딸기크림 비스킷,30,45.51,5.04,0.48,2.67,2.76,29.25,0
P012982,현미 두부스낵,30,82.44,7.2,1.08,5.4,0.9,64.8,3.6
P012983,호두과자,100,337.12,50.83,7.04,11.74,30.56,121.15,0
P012984,호두앤 피스타치오 비스킷,30,42.3,6.3,0.9,1.5,4.8,6,9
P012985,호랑이떡 쿠키,30,187.6,27.45,2.7,7.88,2.1,92.24,9.28
P012986,호박쿠키,30,44.69,6.14,0.56,1.99,1.58,9.93,0
P012987,호빵맨 구미,10,3.19,0.74,0.06,0,0.6,0.05,0
P012988,혼합과일향 캔디,10,3.93,1,0,0,0.75,0.36,0
P012989,혼합푸딩,100,83.33,19.17,0.83,0,17.78,25,0
P012990,홀랜다 더치버터쿠키,30,45,6.12,0.72,1.98,2.16,28.8,0.36
P012991,홀밀 크래커,30,39.42,5.62,0.94,1.44,0.58,72,0
P012992,홈플러스 샌드 치즈크래커,30,47,5.61,0.61,2.46,1.2,45.62,0.46
P012993,홍차 쿠키,30,45.51,5.91,0.62,2.31,1.39,14.66,1.8
P012994,화이트 마시멜로 어솔트먼트,10,5.25,0.58,0.05,0.31,0.55,0.67,0
P012995,화이트 마카다미아 베어,30,50.49,4.61,0.33,3.07,4.59,15.37,1.1
P012996,화이트 아몬드 바크,30,49.5,4.95,0.68,3.15,3.38,7.88,0
P012997,화이트 초코 오레오,30,43.2,6.12,0.36,2.16,4.68,30.6,0
P012998,화이트 초코 프레즐,30,41.25,6.38,0.38,1.69,3.38,20.62,0
P012999,화이트 컴파운드 SLW-3200,30,49.5,5.4,0.9,2.7,4.59,11.7,0
P013000,화이트 컴파운드 버튼 SLW-3200,30,49.5,5.4,0.9,2.7,4.59,11.7,0
P013001,화이트 코코넛 클러스터,30,45,5.29,0.26,2.38,4.59,15.88,0
P013002,화이트 프레뉴,30,49.5,5.4,0.9,2.7,5.4,11.7,0
P013003,화이트 피넛 버터 버켓,30,48.6,5.22,0.54,2.88,5.04,14.4,0
P013004,화이트 피넛 버터 핑거,30,50.29,4.5,1.06,3.44,4.59,21.18,0
P013005,화이트초콜릿 & 크랜베리 쿠키,30,43.42,5.85,0.45,2.03,3.83,21.38,0.45
P013006,화이트초콜릿 코나커피,30,46.96,5.09,0.39,2.74,3.13,19.57,3.91
P013007,화이트초콜릿 코나커피 1차포장,30,46.96,5.09,0.39,2.74,3.13,19.57,3.91
P013008,화이트초콜릿 코코넛,30,43.04,5.09,0.39,2.35,3.52,21.52,3.91
P013009,화이트초콜릿 코코넛 1차포장,30,43.04,5.09,0.39,2.35,3.52,21.52,3.91
P013010,화이트쵸코 아몬드롤,70,293.02,21.07,5.88,20.58,5.73,64.19,15.68
P013011,화이트캐슬 버터쿠키,30,45.75,5.4,0.6,2.34,0.57,28.89,0
P013012,화이트캐슬 오트 버터쿠키,30,47.88,5.47,0.65,2.59,2.02,27.36,0.72
P013013,화이트캐슬 초콜릿칩 버터쿠키,30,46.5,5.7,0.6,2.34,2.7,28.2,0.84
P013014,화이트캐슬 커런트 버터쿠키,30,45,5.7,0.6,2.16,2.4,40.8,0
P013015,화이트콘 또띨라 칩스,30,45.64,6.43,0.64,1.93,0,30.54,0
P013016,화이트하임,30,49.71,5.24,0.56,2.94,3.38,11.04,0.5
P013017,후그 디저트 타트렛 로얄,30,46.5,5.7,0.54,2.4,1.8,3.9,0
P013018,후그 디저트 타트렛 스퀘어,30,46.5,5.7,0.63,2.4,1.8,7.2,0
P013019,후그 미니 디저트 타트렛,30,46.5,5.7,0.54,2.4,1.8,3.9,0
P013020,후그 미니 스낵 타트렛,30,48,4.8,0.9,3,0.6,56.7,0
P013021,후그 미니 스낵 타트렛 어소티드,30,48,4.5,0.72,3.18,0,6.9,0
P013022,후그 미니 초코 디저트 타트렛,30,45,5.7,0.63,2.4,1.8,3.6,2.7
P013023,후그 초코 디저트 타트렛 로얄,30,45,5.7,0.63,2.4,0.6,3.6,2.7
P013024,후라이드 쿠키 피넛,30,39,6.9,0.9,1.05,3.3,16.5,1.5
P013025,후라이드계란 모양 젤리,10,3.3,0.77,0.07,0,0.6,0.53,0
P013026,후라이드치킨 닭다리,30,84.79,10.12,0.89,4.46,0.33,80.33,0
P013027,후레쉬베리,30,156.13,20.25,1.54,8.05,2.89,61.92,20.51
P013028,후루사토 산다이,30,29.4,6.72,0.48,0.06,4.56,1.8,0
P013029,후루츠맛 젤리,10,0.89,0.22,0,0,0.6,0.49,0
P013030,후르츠 앤 버터 쿠키,30,43.8,6.3,0.6,1.8,2.7,30,3
P013031,후르츠맛 스낵젤리,10,3.08,0.69,0.04,0,0.6,0.19,0
P013032,후르츠향 슬라이스,10,3.71,0.93,0,0,0.6,0,0
P013033,후르티쿠키,30,34.5,6.9,0.15,0.6,3.9,5.7,0
P013034,후버 롱스틱 베어스갈릭맛,30,34.5,6.9,1.2,0.3,0.3,150,0
P013035,후버 롱스틱 세사미맛,30,36,6.3,1.2,0.69,0.3,159,0
P013036,후버 롱스틱 소금맛,30,34.5,6.6,0.9,0.48,0.3,120,0
P013037,후버 미니 브레첼,30,36,6.07,1.12,0.79,0.22,198,0
P013038,후버 브레첼 파티,30,37.5,6,0.9,1.02,0.3,126,0
P013039,후버 오리지널 브레첼,30,36.6,6.9,0.9,0.6,0.3,162,0
P013040,후카미 커피맛 사탕,30,37.5,8.02,0.08,0.52,6.72,0.52,0
P013041,후타에 코마치 젤리,10,3.12,0.81,0,0,0.6,0,0
P013042,훈와리메이진 치즈모찌,30,36.84,3.31,0.25,2.51,1.2,41.02,0
P013043,훈와리메이진 콩가루모찌,30,46.29,5.21,0.71,2.51,1.4,27,0
P013044,훈와리메이진 치즈모찌,30,53.04,4.82,0.32,3.54,4.82,57.86,0
P013045,훈와리메이진 콩가루모찌,30,46.61,5.14,0.64,2.57,4.18,27.32,0
P013046,휘리팝 딸기향,30,36,9,0,0,6.72,0,0
P013047,휘리팝 라임향,30,36,9,0,0,6.72,0,0
P013048,휘리팝 레몬향,30,36,9,0,0,6.72,0,0
P013049,휘리팝 블루베리향,30,36,9,0,0,6.72,0,0
P013050,휘리팝 체리향,30,36,9,0,0,6.72,0,0
P013051,휘리팝 포도향,30,36,9,0,0,6.72,0,0
P013052,흑당 밀크 센베이,30,43.8,6.6,0.3,1.8,6.6,63,0
P013053,흑사탕,30,34.62,8.31,0,0,6.72,1.38,0
P013054,히메야꼬,30,40.26,6.87,0.95,0.95,1.42,4.74,0
P013055,히토구찌 모나카,30,28.5,6.75,0,0,3.54,3.75,0
P013056,히토쿠치 모나카,30,27.9,6.66,0.36,0,4.5,3.6,0
P013057,히트 미니스 밀크맛,30,46.5,5.7,0.6,2.4,2.25,18,0.36
P013058,히트 미니스 카푸치노향,30,43.7,5.75,0.55,2.02,2.24,16.83,0.38
P013059,히트 오색 과일향 캔디,30,36,9,0,0,6.72,0,0
P013060,힌트민트 시나몬민트맛,30,45,9,0,0,5.79,0,0
P013061,힌트민트 초코렛민트맛,30,45,9,0,0,9,0,0
P013062,힌트민트 페퍼민트맛,30,45,9,0,0,6.72,0,0
P013063,힐 딸기향크림 비스킷,30,45.36,6.12,0.36,2.16,2.52,18,0
P013064,힐 오띠스 비스킷,30,39.9,6,0.6,1.44,2.7,36,0
P013065,힐 초콜릿크림 비스킷,30,45,6.12,0.36,2.16,2.52,18,0
P013066,힐 크림스낵팩 비스킷,30,45.36,6.12,0.36,2.16,2.52,16.2,0
P013067,쫀쪼니 청포도,10,18.19,3.62,0.05,0.41,0.55,0.09,0
P013068,"1,000원의 행복 토스트 식빵",70,141.78,25.84,4.88,2.1,2.45,228.45,1.06
P013069,100% 우리밀로 만든 미니땅콩 샌드,70,260.95,33.63,4.64,12.76,4.52,301.54,0
P013070,100% 우리밀로 만든 미니복숭아 샌드,70,239.32,34.7,3.59,9.57,3.77,287.18,0
P013071,100% 우리밀로 만든 미니옥수수 샌드,70,249.35,34.79,3.48,11.6,5.28,266.75,0
P013072,100% 우리밀로 만든 미니딸기 샌드,70,255.15,34.79,4.64,12.76,4.52,278.34,0
P013073,100% 우리밀로 만든 미니생크림 샌드,70,255.15,34.79,3.48,11.6,6.79,289.94,0
P013074,100% 우리밀로 만든 생크림 샌드,70,254.87,34.7,3.59,11.97,6.79,299.14,0
P013075,1964정통 크림빵,70,269.37,39.2,4.02,11.06,8.29,231.18,10.05
P013076,56시간 부드러운熟숙,70,159.49,28,4.24,3.14,1.94,229.05,8.48
P013077,56시간 저온숙성 숙,70,135.17,23.61,4.38,2.58,1.75,230.02,2.5
P013078,BGF통식빵,70,139.65,25.48,4.9,1.91,1.96,200.9,0
P013079,Bonjour 따베 패스츄리,70,153.88,22.27,2.02,6.07,8.91,141.74,2.02
P013080,Bonjour 스위트 패스츄리,70,187.53,26.01,3.02,7.86,7.62,187.53,3.02
P013081,Bonjour 초콜릿플라워 패스츄리,70,162.88,24.98,2.71,7.6,6.7,162.88,2.71
P013082,Bonjour 호두단팥 패스츄리,70,175.43,26.01,2.42,6.65,9.26,139.14,3.02
P013083,FRAnKY 칠리불고기팡,70,201.03,35.18,5.03,5.03,9.05,335.04,8.38
P013084,GS25통식빵,70,139.65,25.48,4.9,1.91,1.96,200.9,0
P013085,LuFFY불고기킹,70,185.56,30.15,4.64,5.8,5.28,278.34,11.6
P013086,Mr.쉐프의 NO.1 디럭스소시지,70,189.9,18.31,4.07,10.85,4.04,311.97,6.78
P013087,Mr.쉐프의 삼각피자빵,70,193.85,28,3.23,7.54,6.03,312.31,5.38
P013088,Real 에그타르트,70,225,27,3,12,7,150,60
P013089,Real 치즈타르트,70,260,26,3,16,11.2,95,45
P013090,Real 피칸타르트,70,202.89,22.2,3.06,10.72,3.67,61.25,53.59
P013091,Robin 모카초코,70,245,39.58,3.77,7.54,18.09,141.35,65.96
P013092,VIPS 고르곤졸라피자,70,126.57,17.98,4.9,3.67,3.28,171.5,4.07
P013093,Zoro 햄&콘샐러드팡,70,235.02,27.49,3.55,13.3,7.54,310.41,17.74
P013094,minAwk 고구마패스츄리,70,236.2,25.13,4.02,9.05,11.31,251.28,5.02
P013095,갈릭소시지빵,70,259.13,27.33,5.65,14.13,6.79,320.38,18.85
P013096,포테이토,30,29.07,0,0.18,2.34,0.01,10.98,0
P013097,웨지감자,30,11.97,0.06,0.33,0.86,0.01,50.04,0
P013098,겉은바삭 속은촉촉 비스켓,70,240.92,31.31,4.08,10.89,0.82,585.28,0
P013099,고구마 들어있는 속이빵빵 통밤호떡,70,211.08,41.46,4.71,3.39,6.64,98.94,0
P013100,고구마호빵,70,178.41,37.69,3.35,1.76,13.57,184.27,0
P013101,고소한 땅콩호떡,70,222.38,41.46,4.52,4.52,6.64,173.38,0
P013102,곡물식빵,70,132.3,24.5,3.92,2.06,2.94,220.5,0
P013103,곤약,80,6.4,1.47,0.06,0,1.28,0,0
P013104,구름빵,70,313.06,36.75,5.44,14.97,6.53,217.78,47.64
P013105,굿모닝 토스트,70,176.33,27.13,4.75,5.43,2.88,210.24,20.35
P013106,굿모닝 토스트,70,150.11,29.13,3.73,1.64,1.81,261.39,0
P013107,궁중떡볶이,70,88.12,18.1,0.91,1.34,1.71,206.53,0
P013108,그물에 갇힌 햄 패스츄리,70,266.36,28.14,5.03,15.08,6.79,361.85,10.05
P013109,글레이즈드,70,319.48,39.2,5.88,17.64,14.7,333.2,0
P013110,김준현이 좋아하는 옛날꿀호떡,70,212.93,42.32,3.97,3.57,10.52,185.16,0
P013111,김준현이 좋아하는 요요꿀호떡,70,210.23,42.47,3.18,3.29,10.52,180.5,0
P013112,깜파뉴,70,162.83,34.17,5.03,0.75,1.01,361.85,0
P013113,꼬마 단팥호빵,70,195.06,40.52,4.71,1.88,8.29,179.04,0
P013114,꼬마 야채호빵,70,182.81,29.21,6.6,3.58,5.28,292.12,4.7
P013115,꼬마핫도그,70,379.83,60.82,5.78,12.6,3.35,547.51,12.1
P013116,꿀에 빠진 카스테라,70,234.11,47.64,5.44,2.59,15.52,95.28,95.28
P013117,꿈이 이루어지는 단팥호빵,70,194.32,40.21,5.03,1.84,9.8,167.52,0
P013118,나미의 상큼한 딸기샌드,70,204.71,34.84,3.48,6.1,11.11,156.8,52.27
P013119,남자가 먹는 복분자 단팥호빵,70,192.65,40.21,5.03,1.84,9.8,167.52,0
P013120,네모난호빵 멕시칸 칠리타코,70,178.41,32.67,5.03,3.94,6.03,318.29,4.18
P013121,네모난호빵 베샤멜치킨,70,171.71,30.99,5.03,3.52,5.28,217.78,4.18
P013122,뉴 사이좋은 상콤 패스츄리,70,280.6,39.37,4.19,12.56,12.06,259.66,4.18
P013123,뉴 건포도머핀,70,364.46,43.74,3.24,19.44,11.58,210.58,32.4
P013124,뉴욕 소프트 치즈케익,70,252.94,37.69,3.97,8.93,16.59,119.03,74.39
P013125,뉴 잉글리쉬머핀,70,150.77,30.15,3.77,4.4,0.41,276.41,0
P013126,뉴 잉글리쉬머핀,70,112.49,23.01,4.3,0.36,0.41,214.33,0
P013127,뉴 초코링도넛,70,315.87,40.5,6.48,16.2,14.25,307.77,0
P013128,단팥 도라야끼,70,221.13,45.23,3.77,2.64,17.34,144.49,43.97
P013129,단팥빵 플러스,70,270.93,53.89,7.28,3.2,10.98,218.49,7.14
P013130,단팥슈크림,70,203.54,39.95,4.52,3.77,16.59,113.08,3.76
P013131,단팥을 품은 롤케익,70,221.8,43.34,5.1,2.68,13.44,82.86,57.36
P013132,단팥크림빵,70,200.07,27.13,3.39,9.49,7.49,101.73,6.78
P013133,단팥호빵,70,194.32,40.21,5.03,1.84,11.31,167.52,0
P013134,달콤 가득 스위트 고구마팡,70,172.27,29.86,3.06,4.59,9.19,168.44,7.66
P013135,달콤 고소한 소보루빵,70,265.42,44.92,5.44,6.81,8.17,245,6.67
P013136,달콤한 카라멜 마끼야또팡,70,183.11,29.16,2.71,6.1,8.65,128.86,6.78
P013137,달콤한 요요꿀호떡,70,210.86,42.61,3.28,3.28,10.52,174.8,0
P013138,담백미 소프트,70,193.85,37.09,4.79,3.23,1.55,358.97,0
P013139,담백미 찰옥수수,70,184.81,35.26,4.86,2.92,1.58,316.13,0
P013140,더 건강한 핫도그,70,137.2,13.72,4.12,7.2,5.34,261.32,6.52
P013141,더블 찰떡도넛,70,255.47,46.07,5.86,5.86,6.05,150.77,8.38
P013142,데니쉬 트위스트,70,269.23,31.23,5.38,14,15.08,301.54,0
P013143,도라야끼 명작 밤.통단팥,70,221.13,45.23,3.77,2.64,17.34,144.49,43.97
P013144,도라야끼 명작 사과,70,196,40.21,3.77,2.76,12.81,131.92,43.97
P013145,도라야끼 통단팥,70,231.54,48.46,4.31,2.48,23.37,150.77,43.08
P013146,동글동글 스위트 케익볼,70,253.16,45.01,4.5,6.75,17.34,95.64,61.88
P013147,동글동글 스위트 케익볼 미니,70,252.59,44.06,3.92,6.85,25.45,93.01,63.64
P013148,동글동글 스위트 케익볼,70,173.15,34.89,3.1,2.35,17.34,71.28,41.04
P013149,둥글둥글 치즈볼,70,164.15,28.42,2.94,4.41,14.21,73.5,41.65
P013150,듀얼 까페라떼롤 까페라떼롤 모카,70,246.88,37.69,3.77,9.42,9.05,150.77,65.96
P013151,듀얼 까페라떼롤 까페라떼롤 우유,70,250.65,37.69,3.77,9.42,9.05,131.92,65.96
P013152,딴 떡볶이는 화끈하다,100,106.25,23.75,1.75,0.5,2,175,0
P013153,딸기맛 도넛,70,292.64,42.19,4.08,12.25,9.8,258.61,27.22
P013154,딸기요거트 샌드,70,188.46,36.02,3.35,3.6,13.57,284.79,0
P013155,딸기크림 샌드,70,180,31,4,4.3,6.3,200,30
P013156,땅콩에 빠진 보름달,70,251.12,44.62,5.1,5.86,12.65,229.45,50.99
P013157,땅콩크림빵,70,240,29,5,12,6.3,220,50
P013158,땅콩크림샌드,70,205,28,5,8,4.2,220,30
P013159,땅콩호떡,70,222.19,41,3.97,4.89,10.94,171.93,0
P013160,떡볶이,100,176.52,36.99,2.74,1.96,5.3,478.3,0
P013161,런던 다크 브라우니,70,230.68,37.69,4.52,13.57,13.57,98,82.92
P013162,레즌롤빵,70,210,35,5,6,10.5,160,55
P013163,렌지pop 통단팥호빵,70,195.21,40.47,4.76,1.82,15.08,174.58,0
P013164,렌지pop 치킨카레호빵,70,164.17,28.48,6.7,2.76,5.28,293.16,4.18
P013165,로만밀 식빵,70,165.38,26.8,5.36,4.59,2.45,222.03,0
P013166,로만밀 잉글리쉬 머핀,70,159.25,34.03,5.44,0.95,0.74,285.83,0
P013167,로보카폴리 식빵,70,160.84,26.6,4.95,3.71,2.75,241.26,18.56
P013168,로얄 데니쉬 체리필드,70,205.69,26.92,4.31,9.69,12.06,215.38,5.38
P013169,롱 비스마르크 플러스,70,255.47,33.5,5.03,12.56,19.6,242.91,0
P013170,루피와 친구들의 초코롤케익,70,245,38.63,3.77,9.42,15.08,113.08,56.54
P013171,루피해적단의 초코섬 초코팡,70,233.52,29.09,3.06,11.48,9.19,153.12,15.31
P013172,리얼 다크브라우니,70,230.68,37.69,4.52,13.57,13.57,98,82.92
P013173,마끼아또팡,70,239.46,38.14,3.55,7.98,11.31,168.51,8.87
P013174,마르게리타피자 피자코리아,70,110.25,13.48,5.51,3.67,0.49,238.88,6.12
P013175,마메이드 까망베르 크림치즈케익,70,224.94,19.45,6.08,14.59,10.55,170.22,79.03
P013176,마메이드 뉴욕치즈케익,70,233.95,16.9,5.2,18.2,9.05,149.47,77.98
P013177,마메이드 미니 다크 브라우니,70,196,31.36,2.61,11.5,5.88,78.4,65.33
P013178,마메이드 스위트 고구마케익,70,235.58,36.65,2.09,9.42,14.32,62.82,41.88
P013179,마메이드 초코치즈케익,70,279.65,24.32,3.65,19.45,14.32,66.87,91.19
P013180,마메이드 초코 티라미스케익,70,260.42,19.19,4.11,17.82,9.8,95.94,109.65
P013181,마메이드 패션무스케익,70,243.55,22.04,3.48,16.24,13.57,75.38,110.18
P013182,마블베리 소프트,70,179.72,29.84,3.39,5.43,14.41,108.51,40.69
P013183,막걸리로 발효시킨 단팥빵,70,212.85,41.68,4.43,3.46,17.34,195.11,8.87
P013185,말랑말랑 샌드위치,70,189.55,33.05,5.83,3.6,2.07,262.45,9.72
P013186,맘모스,70,187.2,27.8,3.76,6.77,17.15,140.16,0
P013187,맛있는 모닝토스트,70,190.56,35.39,5.44,3.4,2.45,272.22,13.61
P013188,맛있는 옛날 꿀호떡,70,146.43,29.82,3.33,1.54,12.03,143.04,0
P013189,맛있는 요요 꿀호떡,70,210.23,42.47,3.18,3.29,12.42,180.5,0
P013190,맛있는 요요 꿀호떡,70,144.02,29.73,2.83,1.53,12.42,138.25,0
P013191,매운떡볶이,100,173.13,38.22,3.14,0.85,3.54,484.57,0
P013192,매일아침.밀크&토스트,70,203.28,27.19,3.88,1.42,2.25,252.48,0
P013193,매콤달콤 쫄볶이,100,219.1,47.7,4.7,1.1,8.5,314.9,0
P013194,매콤치킨 고로케,70,216.1,27.14,4.02,10.05,4.52,321.64,5.02
P013195,메론홀릭 소프트,70,189.9,29.16,3.39,6.78,14.41,101.73,61.04
P013196,명인명작 밀크 카스테라,70,217.67,43.35,4.71,3.2,24.88,65.96,98.94
P013197,명인명작 벌꿀 카스테라,70,216.73,43.35,4.71,3.3,24.12,37.69,98.94
P013198,명품三色만쥬,70,211.3,43.4,4.57,2.63,18.09,114.22,11.42
P013199,모카 소보루스틱,70,285.83,43.56,5.44,9.53,8.98,204.17,40.83
P013200,모카크림볼,70,268.56,35.81,3.77,13.19,13.57,197.88,9.42
P013201,몽블랑 데니쉬,70,192.31,24.94,3.75,8.62,10.95,56.09,0
P013202,미감 골드,70,171.36,33.93,4.24,2.97,2.58,271.47,0
P013203,미니 꿀호떡,70,210.23,42.47,3.18,3.29,13.3,169.88,0
P013204,미니 밀크후레쉬팡,70,236.78,38.66,4.83,7.73,9.8,260.95,9.66
P013205,미니 생크림 파운드,70,318.29,35.6,4.19,18.85,15.08,109.94,52.35
P013206,미니꿀호떡,100,281.43,58.81,6.36,2.3,20.62,184.55,0
P013207,미니꿀호떡 호이호이,70,210.23,42.47,3.18,3.29,12.95,169.88,0
P013208,미니 다크브라우니,70,226.15,36.19,3.01,13.27,6.79,90.46,75.39
P013209,미니 딸기 패스츄리,70,275.27,40.65,4.65,10.45,8.71,255.53,5.69
P013210,미니 초코후레쉬팡,70,246.45,37.69,4.83,7.73,12.06,241.62,9.66
P013211,밀크 단팥 도넛,70,190.56,26.62,3.63,8.47,8.71,139.14,0
P013212,밀크롤 인 단팥팡,70,200.07,32.55,4.75,6.1,9.8,115.29,23.74
P013213,밀크샌드,70,164.82,0,3.12,0,6.58,240.55,0
P013214,밀크 카스타드팡,70,243.91,28.75,3.48,13.07,8.49,121.96,26.13
P013215,밀크 카스테라,70,209.4,41.88,4.19,2.76,25.63,67.01,108.89
P013216,바닐라 밀레,70,120.01,8.9,1.69,8.62,9.8,19.42,0
P013217,바로굽는 토스트식빵,70,167.02,25.36,4.33,5.26,2.75,210.33,11.13
P013218,바로 그대로 토스트,70,143.58,23.35,4.25,3.69,3.4,276.5,0
P013219,바로 그대로 토스트,70,180.54,32.14,3.78,3.5,2.04,302.47,0
P013220,바바리안 먼치킨,66,222,31,3,10,23,190,0
P013221,바바리안 비스마르크,70,221.27,27.56,3.83,11.48,15.31,176.09,0
P013222,바바리안 필드,70,232,31,4,11,15.4,220,0
P013223,밤&호박 명인월병,70,249.55,48.09,3.9,5.07,15.08,19.5,6.49
P013224,밤꿀호떡,70,138.29,29.29,3.2,0.93,9.19,116.22,0
P013225,밤롤팡,70,233.33,34.53,4.67,8.4,5.23,130.67,32.67
P013226,밤맛 월병,70,252.76,48.78,3.55,5.32,21.86,17.74,4.43
P013227,백설기케이크,70,127.04,29.04,2.42,0,12.52,48.4,12.1
P013228,백설오리지널더 THE 건강한 핫도그,70,176.81,18.18,5.51,9.19,5.35,347.51,9.59
P013229,백설핫도그,70,130.68,17.64,3.38,5.24,4.94,267.88,6.37
P013230,버터를 품은 모닝롤,70,161.28,25.21,4.74,4.61,5.35,99.73,0
P013231,베니건스 브레드,70,183.75,32.92,5.36,3.37,4.9,269.97,0
P013232,베리베리 스트로베리롤,70,191.41,31.39,3.06,5.36,11.64,99.53,57.42
P013233,베이징 꿀호떡,70,221.97,40.83,4.19,5.13,10.52,167.52,0
P013234,베이컨&포테이토피자 피자코리아,70,114.33,13.61,5.44,4.36,1.47,234.11,8.17
P013235,벨지움 스윗와플,70,294.6,36.7,4.96,13.89,10.55,208.3,24.8
P013236,복월병 밤맛,70,252.76,48.78,3.55,5.32,21.86,17.74,4.43
P013237,부드러운 모카번,70,266.36,36.19,5.03,11.06,11.31,170.87,35.18
P013238,부드러운 밀크식빵,70,189.76,36.39,5.2,3.25,3.77,350.93,0
P013239,부드러운 우리쌀 토스트,70,129.97,22.73,4.53,2.32,0.29,217.25,0.71
P013240,부드러운 점보버터롤,70,226.15,41.99,4.77,4.48,9.05,295.81,4.77
P013241,부드러운 토스트식빵,70,112.7,21.07,3.43,1.72,1.96,161.7,0
P013242,부드러움에 빠진 클래식롤,70,214.06,33.91,4.24,7.42,14.41,116.57,58.28
P013243,부드럽게 먹는 밀크샌드,70,246.26,35.18,3.35,10.89,6.03,268.03,0
P013244,부드럽게 먹는 블루베리크림샌드,70,247.93,34.34,3.35,10.89,5.28,268.03,0
P013245,불떡볶이,100,186.57,37.77,3.17,2.53,7.52,407.39,0
P013246,브라운 브레드,70,210.97,39.47,5.44,4.76,4.9,258.61,13.61
P013247,블랙필드,70,227,31,4,11,15.4,210,0
P013248,블루베리맛 베이글,70,131.61,20.25,4.05,4.05,3.56,121.49,12.15
P013249,블루베리 머핀,70,205.8,22.54,2.94,11.76,12.74,112.7,58.8
P013250,블루베리 치즈팡,70,256.31,37.19,4.02,11.06,11.31,211.08,15.08
P013251,비엔나케잌,70,137.2,12.74,4.41,7.35,4.45,205.8,36.75
P013252,빅 꽈배기도너츠,70,255.47,36.85,5.03,10.05,23.37,301.54,4.19
P013253,빙빙슈크림,70,230.59,38.14,4.43,7.1,11.31,230.59,13.3
P013254,옥수수 골드식빵,70,136.71,18.82,4.66,4.75,5.25,342.02,0
P013255,우유식빵,70,218.54,40.28,4.21,4.51,10.5,275.38,0
P013256,토스트식빵,70,217.56,39.98,4.8,4.26,0.7,209.72,0
P013257,쁘띠첼 치즈케익 소프트,70,278.03,32.94,5.53,13.79,7.84,144.34,57.48
P013258,새우버거,150,776.25,77.14,16.07,45,13.03,1076.7,52.73
P013259,샌드위치 통식빵,70,187.71,36.18,4.52,2.41,3.01,399.54,0
P013260,생생 야채 고로케,70,221.13,26.13,5.03,11.06,4.52,291.49,5.02
P013261,생크림 더블소프트,70,172.97,33.08,4.73,2.08,2.72,302.47,0
P013262,생크림 파운드미니,70,220.73,26.74,2.95,11.33,13.61,84.74,34.82
P013263,샤니 참깨 햄버거,70,134.63,25.68,4.88,1.38,2.94,242.78,0.66
P013264,샤니 추억의 보름달,70,228.4,41.97,4.94,4.94,14,172.84,55.56
P013265,샤니팡찌니 속이 알찬 단팥피자 단팥,70,191.81,40.21,4.19,1.59,11.31,150.77,0
P013266,샤니팡찌니 속이 알찬 단팥피자 피자,70,167.52,25.13,7.54,5.03,5.28,335.04,4.19
P013267,샤니팡찌니 속이 알찬 고구마,70,188.46,39.37,4.19,1.84,15.83,192.65,0
